edm_2010-07-30.n3,edm_2012-01-23.n3,dcterms_2008-01-14.n3,dcterms_2010-10-11.n3,http://purl.org/dc/terms/
edm_2010-07-30.n3,edm_2012-01-23.n3,foaf_2010-01-01.n3,foaf_2010-08-09.n3,http://xmlns.com/foaf/0.1/
edm_2010-07-30.n3,edm_2012-01-23.n3,dce_2008-01-14.n3,dce_2010-10-11.n3,http://purl.org/dc/elements/1.1/
edm_2012-01-23.n3,edm_2013-05-20.n3,dctype_2010-10-11.n3,dctype_2012-06-14.n3,http://purl.org/dc/dcmitype/
edm_2012-01-23.n3,edm_2013-05-20.n3,dcterms_2010-10-11.n3,dcterms_2012-06-14.n3,http://purl.org/dc/terms/
edm_2012-01-23.n3,edm_2013-05-20.n3,dce_2010-10-11.n3,dce_2012-06-14.n3,http://purl.org/dc/elements/1.1/
mo_2010-11-28.n3,mo_2013-07-22.n3,bio_2010-04-20.n3,bio_2011-06-14.n3,http://purl.org/vocab/bio/0.1/
mo_2010-11-28.n3,mo_2013-07-22.n3,dcterms_2010-10-11.n3,dcterms_2012-06-14.n3,http://purl.org/dc/terms/
mo_2010-11-28.n3,mo_2013-07-22.n3,dce_2010-10-11.n3,dce_2012-06-14.n3,http://purl.org/dc/elements/1.1/
org_2010-06-06.n3,org_2010-10-08.n3,foaf_2010-01-01.n3,foaf_2010-08-09.n3,http://xmlns.com/foaf/0.1/
org_2010-10-08.n3,org_2012-09-30.n3,dcterms_2008-01-14.n3,dcterms_2012-06-14.n3,http://purl.org/dc/terms/
org_2013-02-15.n3,org_2013-12-16.n3,prov_2012-07-24.n3,prov_2013-04-30.n3,http://www.w3.org/ns/prov# 
org_2014-01-02.n3,org_2014-01-25.n3,foaf_2010-08-09.n3,foaf_2014-01-14.n3,http://xmlns.com/foaf/0.1/
bio_2009-05-19.n3,bio_2010-04-20.n3,foaf_2007-10-02.n3,foaf_2010-01-01.n3,http://xmlns.com/foaf/0.1/
bio_2010-04-20.n3,bio_2011-06-14.n3,dcterms_2008-01-14.n3,dcterms_2010-10-11.n3,http://purl.org/dc/terms/
bio_2010-04-20.n3,bio_2011-06-14.n3,foaf_2010-01-01.n3,foaf_2010-08-09.n3,http://xmlns.com/foaf/0.1/
dcam_2008-01-14.n3,dcam_2010-10-11.n3,dcterms_2008-01-14.n3,dcterms_2010-10-11.n3,http://purl.org/dc/terms/
dcam_2010-10-11.n3,dcam_2012-06-14.n3,dcterms_2010-10-11.n3,dcterms_2012-06-14.n3,http://purl.org/dc/terms/
rdag1_2012-04-09.n3,rdag1_2012-08-30.n3,dcterms_2010-10-11.n3,dcterms_2012-06-14.n3,http://purl.org/dc/terms/
rdag1_2012-04-09.n3,rdag1_2012-08-30.n3,dce_2010-10-11.n3,dce_2012-06-14.n3,http://purl.org/dc/elements/1.1/
adms_2012-06-25.n3,adms_2013-05-24.n3,schema_2012-04-27.n3,schema_2013-04-05.n3,http://schema.org/
adms_2013-05-24.n3,adms_2013-09-16.n3,schema_2013-04-05.n3,schema_2013-08-07.n3,http://schema.org/
adms_2013-09-16.n3,adms_2013-12-21.n3,schema_2013-08-07.n3,schema_2013-12-04.n3,http://schema.org/
adms_2013-12-21.n3,adms_2015-07-22.n3,schema_2013-12-04.n3,schema_2015-05-12.n3,http://schema.org/
adms_2013-12-21.n3,adms_2015-07-22.n3,foaf_2010-08-09.n3,foaf_2014-01-14.n3,http://xmlns.com/foaf/0.1/
mads_2012-05-10.n3,mads_2015-10-28.n3,foaf_2010-08-09.n3,foaf_2014-01-14.n3,http://xmlns.com/foaf/0.1/
cito_2010-03-26.n3,cito_2011-05-05.n3,dce_2008-01-14.n3,dce_2010-10-11.n3,http://purl.org/dc/elements/1.1/
cito_2011-12-09.n3,cito_2012-07-03.n3,dce_2010-10-11.n3,dce_2012-06-14.n3,http://purl.org/dc/elements/1.1/
txn_2012-05-25.n3,txn_2012-07-05.n3,dcterms_2010-10-11.n3,dcterms_2012-06-14.n3,http://purl.org/dc/terms/
txn_2012-05-25.n3,txn_2012-07-05.n3,dce_2010-10-11.n3,dce_2012-06-14.n3,http://purl.org/dc/elements/1.1/
voaf_2011-11-16.n3,voaf_2012-07-03.n3,dcterms_2010-10-11.n3,dcterms_2012-06-14.n3,http://purl.org/dc/terms/
wlo_2010-02-19.n3,wlo_2013-12-18.n3,dctype_2008-01-14.n3,dctype_2012-06-14.n3,http://purl.org/dc/dcmitype/
wlo_2010-02-19.n3,wlo_2013-12-18.n3,dcterms_2008-01-14.n3,dcterms_2012-06-14.n3,http://purl.org/dc/terms/
wlo_2010-02-19.n3,wlo_2013-12-18.n3,foaf_2010-01-01.n3,foaf_2010-08-09.n3,http://xmlns.com/foaf/0.1/
rov_2013-01-08.n3,rov_2013-12-21.n3,schema_2012-11-08.n3,schema_2013-12-04.n3,http://schema.org/
rov_2013-01-08.n3,rov_2013-12-21.n3,org_2012-10-06.n3,org_2013-12-16.n3,http://www.w3.org/ns/org#
lingvo_2013-03-20.n3,lingvo_2013-04-18.n3,schema_2012-11-08.n3,schema_2013-04-05.n3,http://schema.org/
lingvo_2013-04-18.n3,lingvo_2013-12-19.n3,schema_2013-04-05.n3,schema_2013-12-04.n3,http://schema.org/
lingvo_2013-12-20.n3,lingvo_2014-01-17.n3,foaf_2010-08-09.n3,foaf_2014-01-14.n3,http://xmlns.com/foaf/0.1/
lingvo_2014-01-20.n3,lingvo_2014-03-20.n3,schema_2013-12-04.n3,schema_2014-02-05.n3,http://schema.org/
lingvo_2014-03-20.n3,lingvo_2014-08-11.n3,schema_2014-02-05.n3,schema_2014-07-28.n3,http://schema.org/
locn_2013-11-25.n3,locn_2013-12-21.n3,schema_2013-11-19.n3,schema_2013-12-04.n3,http://schema.org/
locn_2013-12-21.n3,locn_2015-03-23.n3,schema_2013-12-04.n3,schema_2015-02-04.n3,http://schema.org/
locn_2013-12-21.n3,locn_2015-03-23.n3,foaf_2010-08-09.n3,foaf_2014-01-14.n3,http://xmlns.com/foaf/0.1/
frbrer_2012-02-29.n3,frbrer_2015-07-14.n3,foaf_2010-08-09.n3,foaf_2014-01-14.n3,http://xmlns.com/foaf/0.1/
frbrer_2012-02-29.n3,frbrer_2015-07-14.n3,dce_2010-10-11.n3,dce_2012-06-14.n3,http://purl.org/dc/elements/1.1/
osadm_2010-04-01.n3,osadm_2013-09-04.n3,osspr_2010-04-01.n3,osspr_2013-09-04.n3,http://data.ordnancesurvey.co.uk/ontology/spatialrelations/
osadm_2010-04-01.n3,osadm_2013-09-04.n3,dcterms_2008-01-14.n3,dcterms_2012-06-14.n3,http://purl.org/dc/terms/
osadm_2010-04-01.n3,osadm_2013-09-04.n3,dce_2008-01-14.n3,dce_2012-06-14.n3,http://purl.org/dc/elements/1.1/
